Sample,Compound_Name,Group,Compound_Class,KO
BD48,Carbon tetrachloride,Group 1,Chlorinated,K00789
BD48,Carbon tetrachloride,Group 1,Chlorinated,K00789
BD48,Carbon tetrachloride,Group 1,Chlorinated,K00789
BD48,Carbon tetrachloride,Group 1,Chlorinated,K00789
BD48,Carbon tetrachloride,Group 1,Chlorinated,K00789
BD48,Carbon tetrachloride,Group 1,Chlorinated,K01081
BD48,Carbon tetrachloride,Group 1,Chlorinated,K01081
BD48,Carbon tetrachloride,Group 1,Chlorinated,K01081
BD48,Carbon tetrachloride,Group 1,Chlorinated,K01081
BD48,Carbon tetrachloride,Group 1,Chlorinated,K01081
BD48,Carbon tetrachloride,Group 1,Chlorinated,K11751
BD48,Carbon tetrachloride,Group 1,Chlorinated,K11751
BD48,Carbon tetrachloride,Group 1,Chlorinated,K11751
BD48,Carbon tetrachloride,Group 1,Chlorinated,K11751
BD48,Carbon tetrachloride,Group 1,Chlorinated,K11751
BD48,Carbon tetrachloride,Group 1,Chlorinated,K01919
BD48,Carbon tetrachloride,Group 1,Chlorinated,K01919
BD48,Carbon tetrachloride,Group 1,Chlorinated,K01919
BD48,Carbon tetrachloride,Group 1,Chlorinated,K01919
BD48,Carbon tetrachloride,Group 1,Chlorinated,K01919
BD48,Carbon tetrachloride,Group 1,Chlorinated,K03787
BD48,Carbon tetrachloride,Group 1,Chlorinated,K03787
BD48,Carbon tetrachloride,Group 1,Chlorinated,K03787
BD48,Carbon tetrachloride,Group 1,Chlorinated,K03787
BD48,Carbon tetrachloride,Group 1,Chlorinated,K03787
BD48,Catechol,Group 1,Aromatic,K16246
BD48,Catechol,Group 1,Aromatic,K16246
BD48,Catechol,Group 1,Aromatic,K16246
BD48,Catechol,Group 1,Aromatic,K16246
BD48,Catechol,Group 1,Aromatic,K16246
BD48,Catechol,Group 1,Aromatic,K03381
BD48,Catechol,Group 1,Aromatic,K03381
BD48,Catechol,Group 1,Aromatic,K03381
BD48,Catechol,Group 1,Aromatic,K03381
BD48,Catechol,Group 1,Aromatic,K03381
BD48,Catechol,Group 1,Aromatic,K05599
BD48,Catechol,Group 1,Aromatic,K05599
BD48,Catechol,Group 1,Aromatic,K05599
BD48,Catechol,Group 1,Aromatic,K05599
BD48,Catechol,Group 1,Aromatic,K05599
BD48,Catechol,Group 1,Aromatic,K05600
BD48,Catechol,Group 1,Aromatic,K05600
BD48,Catechol,Group 1,Aromatic,K05600
BD48,Catechol,Group 1,Aromatic,K05600
BD48,Catechol,Group 1,Aromatic,K05600
BD48,Catechol,Group 1,Aromatic,K18248
BD48,Catechol,Group 1,Aromatic,K18248
BD48,Catechol,Group 1,Aromatic,K18248
BD48,Catechol,Group 1,Aromatic,K18248
BD48,Catechol,Group 1,Aromatic,K18248
BD48,Catechol,Group 1,Aromatic,K05783
BD48,Catechol,Group 1,Aromatic,K05783
BD48,Catechol,Group 1,Aromatic,K05783
BD48,Catechol,Group 1,Aromatic,K05783
BD48,Catechol,Group 1,Aromatic,K05783
BD48,Catechol,Group 1,Aromatic,K14581
BD48,Catechol,Group 1,Aromatic,K14581
BD48,Catechol,Group 1,Aromatic,K14581
BD48,Catechol,Group 1,Aromatic,K14581
BD48,Catechol,Group 1,Aromatic,K14581
BD48,Catechol,Group 1,Aromatic,K11311
BD48,Catechol,Group 1,Aromatic,K11311
BD48,Catechol,Group 1,Aromatic,K11311
BD48,Catechol,Group 1,Aromatic,K11311
BD48,Catechol,Group 1,Aromatic,K11311
BD48,Catechol,Group 1,Aromatic,K16242
BD48,Catechol,Group 1,Aromatic,K16242
BD48,Catechol,Group 1,Aromatic,K16242
BD48,Catechol,Group 1,Aromatic,K16242
BD48,Catechol,Group 1,Aromatic,K16242
BD48,Catechol,Group 1,Aromatic,K16243
BD48,Catechol,Group 1,Aromatic,K16243
BD48,Catechol,Group 1,Aromatic,K16243
BD48,Catechol,Group 1,Aromatic,K16243
BD48,Catechol,Group 1,Aromatic,K16243
BD48,Catechol,Group 1,Aromatic,K16244
BD48,Catechol,Group 1,Aromatic,K16244
BD48,Catechol,Group 1,Aromatic,K16244
BD48,Catechol,Group 1,Aromatic,K16244
BD48,Catechol,Group 1,Aromatic,K16244
BD48,Catechol,Group 1,Aromatic,K16245
BD48,Catechol,Group 1,Aromatic,K16245
BD48,Catechol,Group 1,Aromatic,K16245
BD48,Catechol,Group 1,Aromatic,K16245
BD48,Catechol,Group 1,Aromatic,K16245
BD48,Catechol,Group 1,Aromatic,K16249
BD48,Catechol,Group 1,Aromatic,K16249
BD48,Catechol,Group 1,Aromatic,K16249
BD48,Catechol,Group 1,Aromatic,K16249
BD48,Catechol,Group 1,Aromatic,K16249
BD48,Chloral hydrate,Group 1,Chlorinated,K00001
BD48,Chloral hydrate,Group 1,Aliphatic,K00001
BD48,Chloral hydrate,Group 1,Chlorinated,K00121
BD48,Chloral hydrate,Group 1,Aliphatic,K00121
BD48,Chloral hydrate,Group 1,Chlorinated,K13954
BD48,Chloral hydrate,Group 1,Aliphatic,K13954
BD48,Chloramine,Group 1,Nitrogen-containing,K03386
BD48,Chloramine,Group 1,Chlorinated,K03386
BD48,Chloramine,Group 1,Nitrogen-containing,K03564
BD48,Chloramine,Group 1,Chlorinated,K03564
BD48,Chloraminophenamide,Group 1,Nitrogen-containing,K01673
BD48,Chloraminophenamide,Group 1,Sulfur-containing,K01673
BD48,Chloraminophenamide,Group 1,Chlorinated,K01673
BD48,Chloraminophenamide,Group 1,Aromatic,K01673
BD48,Chloramphenicol,Group 1,Aromatic,K00638
BD48,Chloramphenicol,Group 1,Nitrogen-containing,K00638
BD48,Chloramphenicol,Group 1,Chlorinated,K00638
BD48,Chloroform,Group 1,Chlorinated,K01434
BD48,Chloroform,Group 1,Chlorinated,K01434
BD48,Chloroform,Group 1,Chlorinated,K01434
BD48,Chloroform,Group 1,Chlorinated,K01434
BD48,Chloroform,Group 1,Chlorinated,K01434
BD48,Chloroform,Group 1,Chlorinated,K01434
BD48,Chloroform,Group 1,Chlorinated,K01434
BD48,Chloroform,Group 1,Aliphatic,K01434
BD48,Chloroform,Group 1,Aliphatic,K01434
BD48,Chloroform,Group 1,Aliphatic,K01434
BD48,Chloroform,Group 1,Aliphatic,K01434
BD48,Chloroform,Group 1,Aliphatic,K01434
BD48,Chloroform,Group 1,Aliphatic,K01434
BD48,Chloroform,Group 1,Aliphatic,K01434
BD48,Chlorpyrifos,Group 1,Organophosphorus,K00799
BD48,Chlorpyrifos,Group 1,Organophosphorus,K00799
BD48,Chlorpyrifos,Group 1,Organophosphorus,K00799
BD48,Chlorpyrifos,Group 1,Chlorinated,K00799
BD48,Chlorpyrifos,Group 1,Chlorinated,K00799
BD48,Chlorpyrifos,Group 1,Chlorinated,K00799
BD48,Chlorpyrifos,Group 1,Organophosphorus,K01073
BD48,Chlorpyrifos,Group 1,Organophosphorus,K01073
BD48,Chlorpyrifos,Group 1,Organophosphorus,K01073
BD48,Chlorpyrifos,Group 1,Chlorinated,K01073
BD48,Chlorpyrifos,Group 1,Chlorinated,K01073
BD48,Chlorpyrifos,Group 1,Chlorinated,K01073
BD48,Chlorpyrifos,Group 1,Organophosphorus,K10804
BD48,Chlorpyrifos,Group 1,Organophosphorus,K10804
BD48,Chlorpyrifos,Group 1,Organophosphorus,K10804
BD48,Chlorpyrifos,Group 1,Chlorinated,K10804
BD48,Chlorpyrifos,Group 1,Chlorinated,K10804
BD48,Chlorpyrifos,Group 1,Chlorinated,K10804
BD48,Chlorpyrifos,Group 1,Organophosphorus,K10805
BD48,Chlorpyrifos,Group 1,Organophosphorus,K10805
BD48,Chlorpyrifos,Group 1,Organophosphorus,K10805
BD48,Chlorpyrifos,Group 1,Chlorinated,K10805
BD48,Chlorpyrifos,Group 1,Chlorinated,K10805
BD48,Chlorpyrifos,Group 1,Chlorinated,K10805
BD48,Cobalt,Group 1,Metal,K01870
BD48,Cobaltous sulfate,Group 1,Metal,K01488
BD48,Cobaltous sulfate,Group 1,Inorganic,K01488
BD48,Cobaltous sulfate,Group 1,Metal,K01624
BD48,Cobaltous sulfate,Group 1,Inorganic,K01624
BD48,Cobaltous sulfate,Group 1,Metal,K01779
BD48,Cobaltous sulfate,Group 1,Inorganic,K01779
BD48,Cobaltous sulfate,Group 1,Metal,K05810
BD48,Cobaltous sulfate,Group 1,Inorganic,K05810
BD48,Copper,Group 1,Metal,K17686
BD48,Copper,Group 1,Metal,K17686
BD48,Copper,Group 1,Metal,K17686
BD48,Cyanide ion,Group 1,Nitrogen-containing,K01011
BD48,Cyanide ion,Group 1,Nitrogen-containing,K01011
BD48,Cyanide ion,Group 1,Nitrogen-containing,K01011
BD48,Cyanide ion,Group 1,Inorganic,K01011
BD48,Cyanide ion,Group 1,Inorganic,K01011
BD48,Cyanide ion,Group 1,Inorganic,K01011
BD48,Cypermethrin,Group 1,Polyaromatic,K00799
BD48,Cypermethrin,Group 1,Chlorinated,K00799
BD48,Cypermethrin,Group 1,Nitrogen-containing,K00799
BD48,Cypermethrin,Group 1,Polyaromatic,K00823
BD48,Cypermethrin,Group 1,Chlorinated,K00823
BD48,Cypermethrin,Group 1,Nitrogen-containing,K00823
BD48,Cypermethrin,Group 1,Polyaromatic,K07250
BD48,Cypermethrin,Group 1,Chlorinated,K07250
BD48,Cypermethrin,Group 1,Nitrogen-containing,K07250
BD48,Danthron,Group 1,Aromatic,K00344
BD48,Danthron,Group 1,Aromatic,K00355
BD48,Danthron,Group 1,Aromatic,K00384
BD48,Danthron,Group 1,Aromatic,K00528
BD48,Danthron,Group 1,Aromatic,K03809
BD48,Dichlorvos,Group 1,Organophosphorus,K00799
BD48,Dichlorvos,Group 1,Organophosphorus,K00799
BD48,Dichlorvos,Group 1,Organophosphorus,K00799
BD48,Dichlorvos,Group 1,Chlorinated,K00799
BD48,Dichlorvos,Group 1,Chlorinated,K00799
BD48,Dichlorvos,Group 1,Chlorinated,K00799
BD48,Diethyl phthalate,Group 1,Aromatic,K01046
BD48,Diuron,Group 1,Nitrogen-containing,K03981
BD48,Diuron,Group 1,Nitrogen-containing,K03981
BD48,Diuron,Group 1,Nitrogen-containing,K03981
BD48,Diuron,Group 1,Chlorinated,K03981
BD48,Diuron,Group 1,Chlorinated,K03981
BD48,Diuron,Group 1,Chlorinated,K03981
BD48,Diuron,Group 1,Aromatic,K03981
BD48,Diuron,Group 1,Aromatic,K03981
BD48,Diuron,Group 1,Aromatic,K03981
BD48,Endosulfan,Group 1,Chlorinated,K00799
BD48,Endosulfan,Group 1,Chlorinated,K00799
BD48,Endosulfan,Group 1,Chlorinated,K00799
BD48,Endosulfan,Group 1,Chlorinated,K00799
BD48,Endosulfan,Group 1,Inorganic,K00799
BD48,Endosulfan,Group 1,Inorganic,K00799
BD48,Endosulfan,Group 1,Inorganic,K00799
BD48,Endosulfan,Group 1,Inorganic,K00799
BD48,Epichlorohydrin,Group 1,Chlorinated,K00457
BD48,Epichlorohydrin,Group 1,Aliphatic,K00457
BD48,Epichlorohydrin,Group 1,Chlorinated,K00799
BD48,Epichlorohydrin,Group 1,Aliphatic,K00799
BD48,Epichlorohydrin,Group 1,Chlorinated,K01114
BD48,Epichlorohydrin,Group 1,Aliphatic,K01114
BD48,Epichlorohydrin,Group 1,Chlorinated,K03153
BD48,Epichlorohydrin,Group 1,Aliphatic,K03153
BD48,Epichlorohydrin,Group 1,Chlorinated,K16161
BD48,Epichlorohydrin,Group 1,Aliphatic,K16161
BD48,Ethanol,Group 1,Aliphatic,K00001
BD48,Ethanol,Group 1,Aliphatic,K00121
BD48,Ethanol,Group 1,Aliphatic,K12957
BD48,Ethanol,Group 1,Aliphatic,K13954
BD48,Ethanol,Group 1,Aliphatic,K13979
BD48,Ethyl acrylate,Group 1,Aliphatic,K01426
BD48,Ethyl methanesulfonate,Group 1,Organosulfur,K00560
BD48,Ethyl methanesulfonate,Group 1,Aliphatic,K00560
BD48,Ethylbenzene,Group 1,Aromatic,K14581
BD48,Ethylbenzene,Group 1,Aromatic,K14581
BD48,Ethylbenzene,Group 1,Aromatic,K14581
BD48,Ethylbenzene,Group 1,Aromatic,K14581
BD48,Ethylene glycol,Group 1,Aliphatic,K21105
BD48,Etoposide,Group 1,Polyaromatic,K00432
BD48,Fluoranthene,Group 1,Polyaromatic,K00433
BD48,Fluoranthene,Group 1,Polyaromatic,K00433
BD48,Fluoranthene,Group 1,Polyaromatic,K00433
BD48,Fluoranthene,Group 1,Polyaromatic,K00433
BD48,Fluoren-9-ol,Group 1,Polyaromatic,K14581
BD48,Fluoren-9-ol,Group 1,Polyaromatic,K14581
BD48,Fluoren-9-ol,Group 1,Polyaromatic,K14581
BD48,Fluoren-9-ol,Group 1,Polyaromatic,K14581
BD48,Fluorene,Group 1,Polyaromatic,K14581
BD48,Fluorene,Group 1,Polyaromatic,K14581
BD48,Fluorene,Group 1,Polyaromatic,K14581
BD48,Fluorene,Group 1,Polyaromatic,K14581
BD48,Fluorene,Group 1,Polyaromatic,K14581
BD48,Formaldehyde,Group 1,Aliphatic,K00276
BD48,Formaldehyde,Group 1,Aliphatic,K00276
BD48,Formaldehyde,Group 1,Aliphatic,K00276
BD48,Formaldehyde,Group 1,Aliphatic,K00299
BD48,Formaldehyde,Group 1,Aliphatic,K00299
BD48,Formaldehyde,Group 1,Aliphatic,K00299
BD48,Formaldehyde,Group 1,Aliphatic,K00606
BD48,Formaldehyde,Group 1,Aliphatic,K00606
BD48,Formaldehyde,Group 1,Aliphatic,K00606
BD48,Formaldehyde,Group 1,Aliphatic,K03781
BD48,Formaldehyde,Group 1,Aliphatic,K03781
BD48,Formaldehyde,Group 1,Aliphatic,K03781
BD48,Formaldehyde,Group 1,Aliphatic,K03782
BD48,Formaldehyde,Group 1,Aliphatic,K03782
BD48,Formaldehyde,Group 1,Aliphatic,K03782
BD48,Formaldehyde,Group 1,Aliphatic,K03862
BD48,Formaldehyde,Group 1,Aliphatic,K03862
BD48,Formaldehyde,Group 1,Aliphatic,K03862
BD48,Formaldehyde,Group 1,Aliphatic,K03863
BD48,Formaldehyde,Group 1,Aliphatic,K03863
BD48,Formaldehyde,Group 1,Aliphatic,K03863
BD48,Formaldehyde,Group 1,Aliphatic,K04091
BD48,Formaldehyde,Group 1,Aliphatic,K04091
BD48,Formaldehyde,Group 1,Aliphatic,K04091
BD48,Formaldehyde,Group 1,Aliphatic,K17228
BD48,Formaldehyde,Group 1,Aliphatic,K17228
BD48,Formaldehyde,Group 1,Aliphatic,K17228
BD48,Glycidaldehyde,Group 1,Aliphatic,K00600
BD48,Hydrochlorothiazide,Group 1,Nitrogen-containing,K00287
BD48,Hydrochlorothiazide,Group 1,Sulfur-containing,K00287
BD48,Hydrochlorothiazide,Group 1,Chlorinated,K00287
BD48,Hydrochlorothiazide,Group 1,Aromatic,K00287
BD48,Hydrochlorothiazide,Group 1,Nitrogen-containing,K18590
BD48,Hydrochlorothiazide,Group 1,Sulfur-containing,K18590
BD48,Hydrochlorothiazide,Group 1,Chlorinated,K18590
BD48,Hydrochlorothiazide,Group 1,Aromatic,K18590
BD48,Hydrochlorothiazide,Group 1,Nitrogen-containing,K01673
BD48,Hydrochlorothiazide,Group 1,Sulfur-containing,K01673
BD48,Hydrochlorothiazide,Group 1,Chlorinated,K01673
BD48,Hydrochlorothiazide,Group 1,Aromatic,K01673
BD48,Hydrogen cyanide,Group 1,Nitrogen-containing,K00799
BD48,Lead,Group 1,Metal,K00001
BD48,Lead,Group 1,Metal,K00001
BD48,Lead,Group 1,Metal,K00001
BD48,Lead,Group 1,Metal,K00001
BD48,Lead,Group 1,Metal,K00001
BD48,Lead nitrate,Group 1,Metal,K00620
BD48,Lead nitrate,Group 1,Metal,K00620
BD48,Lead nitrate,Group 1,Inorganic,K00620
BD48,Lead nitrate,Group 1,Inorganic,K00620
BD48,Lead nitrate,Group 1,Nitrogen-containing,K00620
BD48,Lead nitrate,Group 1,Nitrogen-containing,K00620
BD48,Lead nitrate,Group 1,Metal,K01749
BD48,Lead nitrate,Group 1,Metal,K01749
BD48,Lead nitrate,Group 1,Inorganic,K01749
BD48,Lead nitrate,Group 1,Inorganic,K01749
BD48,Lead nitrate,Group 1,Nitrogen-containing,K01749
BD48,Lead nitrate,Group 1,Nitrogen-containing,K01749
BD48,Mercuric chloride,Group 1,Metal,K00001
BD48,Mercuric chloride,Group 1,Metal,K00001
BD48,Mercuric chloride,Group 1,Chlorinated,K00001
BD48,Mercuric chloride,Group 1,Chlorinated,K00001
BD48,Mercuric chloride,Group 1,Metal,K00459
BD48,Mercuric chloride,Group 1,Metal,K00459
BD48,Mercuric chloride,Group 1,Chlorinated,K00459
BD48,Mercuric chloride,Group 1,Chlorinated,K00459
BD48,Mercuric chloride,Group 1,Metal,K05599
BD48,Mercuric chloride,Group 1,Metal,K05599
BD48,Mercuric chloride,Group 1,Chlorinated,K05599
BD48,Mercuric chloride,Group 1,Chlorinated,K05599
BD48,Mercuric chloride,Group 1,Metal,K05600
BD48,Mercuric chloride,Group 1,Metal,K05600
BD48,Mercuric chloride,Group 1,Chlorinated,K05600
BD48,Mercuric chloride,Group 1,Chlorinated,K05600
BD48,Methane,Group 1,Aliphatic,K16161
BD48,Methyl bromide,Group 1,Halogenated,K00567
BD48,Methyl bromide,Group 1,Aliphatic,K00567
BD48,Methyl bromide,Group 1,Halogenated,K10778
BD48,Methyl bromide,Group 1,Aliphatic,K10778
BD48,Methyl chloride,Group 1,Chlorinated,K16161
BD48,Methyl chloride,Group 1,Chlorinated,K16161
BD48,Methyl chloride,Group 1,Aliphatic,K16161
BD48,Methyl chloride,Group 1,Aliphatic,K16161
BD48,Methyl isobutyl ketone,Group 1,Aliphatic,K00001
BD48,Methyl tert-butyl ether,Group 1,Aliphatic,K00001
BD48,Methyl tert-butyl ether,Group 1,Aliphatic,K00496
BD48,Methylmercury chloride,Group 1,Organometallic,K00248
BD48,Methylmercury chloride,Group 1,Organometallic,K00248
BD48,Methylmercury chloride,Group 1,Organometallic,K00248
BD48,Methylmercury chloride,Group 1,Chlorinated,K00248
BD48,Methylmercury chloride,Group 1,Chlorinated,K00248
BD48,Methylmercury chloride,Group 1,Chlorinated,K00248
BD48,Methylmercury chloride,Group 1,Organometallic,K00249
BD48,Methylmercury chloride,Group 1,Organometallic,K00249
BD48,Methylmercury chloride,Group 1,Organometallic,K00249
BD48,Methylmercury chloride,Group 1,Chlorinated,K00249
BD48,Methylmercury chloride,Group 1,Chlorinated,K00249
BD48,Methylmercury chloride,Group 1,Chlorinated,K00249
BD48,Methylmercury chloride,Group 1,Organometallic,K00255
BD48,Methylmercury chloride,Group 1,Organometallic,K00255
BD48,Methylmercury chloride,Group 1,Organometallic,K00255
BD48,Methylmercury chloride,Group 1,Chlorinated,K00255
BD48,Methylmercury chloride,Group 1,Chlorinated,K00255
BD48,Methylmercury chloride,Group 1,Chlorinated,K00255
BD48,Methylmercury chloride,Group 1,Organometallic,K00287
BD48,Methylmercury chloride,Group 1,Organometallic,K00287
BD48,Methylmercury chloride,Group 1,Organometallic,K00287
BD48,Methylmercury chloride,Group 1,Chlorinated,K00287
BD48,Methylmercury chloride,Group 1,Chlorinated,K00287
BD48,Methylmercury chloride,Group 1,Chlorinated,K00287
BD48,Methylmercury chloride,Group 1,Organometallic,K18590
BD48,Methylmercury chloride,Group 1,Organometallic,K18590
BD48,Methylmercury chloride,Group 1,Organometallic,K18590
BD48,Methylmercury chloride,Group 1,Chlorinated,K18590
BD48,Methylmercury chloride,Group 1,Chlorinated,K18590
BD48,Methylmercury chloride,Group 1,Chlorinated,K18590
BD48,Methylmercury chloride,Group 1,Organometallic,K01262
BD48,Methylmercury chloride,Group 1,Organometallic,K01262
BD48,Methylmercury chloride,Group 1,Organometallic,K01262
BD48,Methylmercury chloride,Group 1,Chlorinated,K01262
BD48,Methylmercury chloride,Group 1,Chlorinated,K01262
BD48,Methylmercury chloride,Group 1,Chlorinated,K01262
BD48,Methylmercury chloride,Group 1,Organometallic,K01919
BD48,Methylmercury chloride,Group 1,Organometallic,K01919
BD48,Methylmercury chloride,Group 1,Organometallic,K01919
BD48,Methylmercury chloride,Group 1,Chlorinated,K01919
BD48,Methylmercury chloride,Group 1,Chlorinated,K01919
BD48,Methylmercury chloride,Group 1,Chlorinated,K01919
BD48,Methylnitrosourea,Group 1,Nitrogen-containing,K12410
BD48,Methylnitrosourea,Group 1,Aliphatic,K12410
BD48,Microcystin LR,Group 1,Nitrogen-containing,K01595
BD48,Microcystin LR,Group 1,Aromatic,K01595
BD48,Mitomycin,Group 1,Nitrogen-containing,K03809
BD48,Mitomycin,Group 1,Polyaromatic,K03809
BD48,Mitoxantrone,Group 1,Nitrogen-containing,K01104
BD48,Mitoxantrone,Group 1,Polyaromatic,K01104
BD48,"N,N'-Diacetylbenzidine",Group 1,Nitrogen-containing,K03594
BD48,"N,N'-Diacetylbenzidine",Group 1,Polyaromatic,K03594
BD48,N-Methyl-N'-nitro-N-nitrosoguanidine,Group 1,Nitrogen-containing,K03652
BD48,N-Methyl-N'-nitro-N-nitrosoguanidine,Group 1,Inorganic,K03652
BD48,Nafenopin,Group 1,Polyaromatic,K01961
BD48,Nafenopin,Group 1,Polyaromatic,K01962
BD48,Nafenopin,Group 1,Polyaromatic,K01963
BD48,Nafenopin,Group 1,Polyaromatic,K11263
BD48,Naphthalene,Group 1,Polyaromatic,K14581
BD48,Naphthalene,Group 1,Polyaromatic,K14581
BD48,Naphthalene,Group 1,Polyaromatic,K14581
BD48,Naphthalene,Group 1,Polyaromatic,K14581
BD48,Naphthalene,Group 1,Polyaromatic,K14581
BD48,Naphthalene,Group 1,Polyaromatic,K14581
BD48,Nickel chloride,Group 1,Metal,K01507
BD48,Nickel chloride,Group 1,Metal,K01507
BD48,Nickel chloride,Group 1,Metal,K01507
BD48,Nickel chloride,Group 1,Inorganic,K01507
BD48,Nickel chloride,Group 1,Inorganic,K01507
BD48,Nickel chloride,Group 1,Inorganic,K01507
BD48,Nickel chloride,Group 1,Chlorinated,K01507
BD48,Nickel chloride,Group 1,Chlorinated,K01507
BD48,Nickel chloride,Group 1,Chlorinated,K01507
BD48,Nitrate,Group 1,Nitrogen-containing,K00372
BD48,Nitrate,Group 1,Inorganic,K00372
BD48,Nitrate,Group 1,Nitrogen-containing,K05916
BD48,Nitrate,Group 1,Inorganic,K05916
BD48,Nitrite,Group 1,Nitrogen-containing,K00362
BD48,Nitrite,Group 1,Inorganic,K00362
BD48,Nitrite,Group 1,Nitrogen-containing,K00372
BD48,Nitrite,Group 1,Inorganic,K00372
BD48,Nitrite,Group 1,Nitrogen-containing,K00459
BD48,Nitrite,Group 1,Inorganic,K00459
BD48,Nitrite,Group 1,Nitrogen-containing,K14581
BD48,Nitrite,Group 1,Inorganic,K14581
BD48,Nitrobenzene,Group 1,Nitrogen-containing,K14581
BD48,Nitrobenzene,Group 1,Nitrogen-containing,K14581
BD48,Nitrobenzene,Group 1,Aromatic,K14581
BD48,Nitrobenzene,Group 1,Aromatic,K14581
BD48,Nitrogen mustard,Group 1,Chlorinated,K00130
BD48,Nitrogen mustard,Group 1,Nitrogen-containing,K00130
BD48,Nitromethane,Group 1,Nitrogen-containing,K00459
BD48,Nitromethane,Group 1,Inorganic,K00459
BD48,Nitromethane,Group 1,Nitrogen-containing,K00496
BD48,Nitromethane,Group 1,Inorganic,K00496
BD48,Nitromethane,Group 1,Nitrogen-containing,K01745
BD48,Nitromethane,Group 1,Inorganic,K01745
BD48,Nitromethane,Group 1,Nitrogen-containing,K16161
BD48,Nitromethane,Group 1,Inorganic,K16161
BD48,Phenacetin,Group 1,Aromatic,K01426
BD48,Phenacetin,Group 1,Nitrogen-containing,K01426
BD48,Phenol,Group 1,Aromatic,K16246
BD48,Phenol,Group 1,Aromatic,K16246
BD48,Phenol,Group 1,Aromatic,K16246
BD48,Phenol,Group 1,Aromatic,K16246
BD48,Phenol,Group 1,Aromatic,K01130
BD48,Phenol,Group 1,Aromatic,K10804
BD48,Phenol,Group 1,Aromatic,K10804
BD48,Phenol,Group 1,Aromatic,K10804
BD48,Phenol,Group 1,Aromatic,K10804
BD48,Phenol,Group 1,Aromatic,K10804
BD48,Phenol,Group 1,Aromatic,K16242
BD48,Phenol,Group 1,Aromatic,K16242
BD48,Phenol,Group 1,Aromatic,K16242
BD48,Phenol,Group 1,Aromatic,K16242
BD48,Phenol,Group 1,Aromatic,K16243
BD48,Phenol,Group 1,Aromatic,K16243
BD48,Phenol,Group 1,Aromatic,K16243
BD48,Phenol,Group 1,Aromatic,K16243
BD48,Phenol,Group 1,Aromatic,K16244
BD48,Phenol,Group 1,Aromatic,K16244
BD48,Phenol,Group 1,Aromatic,K16244
BD48,Phenol,Group 1,Aromatic,K16244
BD48,Phenol,Group 1,Aromatic,K16245
BD48,Phenol,Group 1,Aromatic,K16245
BD48,Phenol,Group 1,Aromatic,K16245
BD48,Phenol,Group 1,Aromatic,K16245
BD48,Phenol,Group 1,Aromatic,K16249
BD48,Phenol,Group 1,Aromatic,K16249
BD48,Phenol,Group 1,Aromatic,K16249
BD48,Phenol,Group 1,Aromatic,K16249
BD48,Phenylmercury acetate,Group 1,Organometallic,K04564
BD48,Phenylmercury acetate,Group 1,Organometallic,K04564
BD48,Phenylmercury acetate,Group 1,Aromatic,K04564
BD48,Phenylmercury acetate,Group 1,Aromatic,K04564
BD48,Phenylmethanesulfonyl fluoride,Group 1,Sulfur-containing,K00001
BD48,Phenylmethanesulfonyl fluoride,Group 1,Aromatic,K00001
BD48,Phenylmethanesulfonyl fluoride,Group 1,Sulfur-containing,K00024
BD48,Phenylmethanesulfonyl fluoride,Group 1,Aromatic,K00024
BD48,Salicylate,Group 1,Aromatic,K12238
BD48,Salicylate,Group 1,Aromatic,K12238
BD48,Salicylate,Group 1,Aromatic,K12238
BD48,Salicylate,Group 1,Aromatic,K12238
BD48,Salicylate,Group 1,Aromatic,K14581
BD48,Salicylate,Group 1,Aromatic,K14581
BD48,Salicylate,Group 1,Aromatic,K14581
BD48,Salicylate,Group 1,Aromatic,K14581
BD48,Salicylate,Group 1,Aromatic,K18242
BD48,Salicylate,Group 1,Aromatic,K18242
BD48,Salicylate,Group 1,Aromatic,K18242
BD48,Salicylate,Group 1,Aromatic,K18242
BD48,Simazine,Group 1,Nitrogen-containing,K01673
BD48,Simazine,Group 1,Nitrogen-containing,K01673
BD48,Simazine,Group 1,Chlorinated,K01673
BD48,Simazine,Group 1,Chlorinated,K01673
BD48,Sodium arsenite,Group 1,Inorganic,K00128
BD48,Sodium arsenite,Group 1,Metal,K00128
BD48,Sodium arsenite,Group 1,Inorganic,K00265
BD48,Sodium arsenite,Group 1,Metal,K00265
BD48,Sodium arsenite,Group 1,Inorganic,K00266
BD48,Sodium arsenite,Group 1,Metal,K00266
BD48,Sodium arsenite,Group 1,Inorganic,K01011
BD48,Sodium arsenite,Group 1,Metal,K01011
BD48,Sodium fluoride,Group 1,Inorganic,K00024
BD48,Streptozocin,Group 1,Nitrogen-containing,K01027
BD48,Streptozocin,Group 1,Aliphatic,K01027
BD48,Streptozocin,Group 1,Nitrogen-containing,K01028
BD48,Streptozocin,Group 1,Aliphatic,K01028
BD48,Streptozocin,Group 1,Nitrogen-containing,K01029
BD48,Streptozocin,Group 1,Aliphatic,K01029
BD48,Streptozocin,Group 1,Nitrogen-containing,K22278
BD48,Streptozocin,Group 1,Aliphatic,K22278
BD48,Streptozocin,Group 1,Nitrogen-containing,K01495
BD48,Streptozocin,Group 1,Aliphatic,K01495
BD48,Strontium cation,Group 1,Metal,K00128
BD48,Strontium cation,Group 1,Metal,K03333
BD48,Styrene,Group 1,Aromatic,K14581
BD48,Styrene,Group 1,Aromatic,K14581
BD48,Styrene,Group 1,Aromatic,K14581
