Sample,ko,pathname,genesymbol
BD69,K01856,Toluene,catB
BD69,K01857,Aromatic,pcaB
BD69,K01857,Benzoate,pcaB
BD69,K03186,Aromatic,ubiX
BD69,K03186,Aminobenzoate,ubiX
BD69,K03381,Cl. cyclohexane and Cl. benzene,catA
BD69,K03381,Toluene,catA
BD69,K03381,Benzoate,catA
BD69,K03381,Fluorobenzoate,catA
BD69,K03381,Aromatic,catA
BD69,K03464,Aromatic,catC
BD69,K03464,Benzoate,catC
BD69,K04072,Cl. alkane and Cl.alkene,adhE
BD69,K04072,Aromatic,adhE
BD69,K04072,Naphthalene,adhE
BD69,K04116,Benzoate,aliA
BD69,K05549,Fluorobenzoate,benA-xylX
BD69,K05549,Aromatic,benA-xylX
BD69,K05549,Xylene,benA-xylX
BD69,K05549,Benzoate,benA-xylX
BD69,K05550,Benzoate,benB-xylY
BD69,K05550,Fluorobenzoate,benB-xylY
BD69,K05550,Xylene,benB-xylY
BD69,K05550,Aromatic,benB-xylY
BD69,K05783,Aromatic,benD-xylL
BD69,K05783,Benzoate,benD-xylL
BD69,K05783,Xylene,benD-xylL
BD69,K05783,Fluorobenzoate,benD-xylL
BD69,K05784,Xylene,benC-xylZ
BD69,K05784,Benzoate,benC-xylZ
BD69,K05784,Aromatic,benC-xylZ
BD69,K05784,Fluorobenzoate,benC-xylZ
BD69,K14581,Nitrotoluene,nahAa
BD69,K14581,Aminobenzoate,nahAa
BD69,K14581,Ethylbenzene,nahAa
BD69,K14581,Naphthalene,nahAa
BD69,K14581,PAH,nahAa
BD69,K14581,Aromatic,nahAa
BD69,K16161,Aromatic,mmoC
BD69,K06281,Nitrotoluene,hyaB
BD69,K06282,Nitrotoluene,hyaA
BD69,K10678,Nitrotoluene,nfsA
BD69,K10679,Nitrotoluene,nfnB
BD69,K10680,Nitrotoluene,nemA
BD69,K16878,Furfural,hmfB
BD69,K14731,Aromatic,mlhB
BD69,K14731,Caprolactam,mlhB
BD69,K21759,Aromatic,bsdD
BD69,K21759,Aminobenzoate,bsdD
BD72,K00001,Naphthalene,E1.1.1.1
BD72,K00001,Cytochrome P450,E1.1.1.1
BD72,K00001,Aromatic,E1.1.1.1
BD72,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD72,K13953,Aromatic,adhP
BD72,K13953,Naphthalene,adhP
BD72,K13953,Cytochrome P450,adhP
BD72,K13953,Cl. alkane and Cl.alkene,adhP
BD72,K00074,Benzoate,paaH
BD72,K00121,Aromatic,frmA
BD72,K00121,Naphthalene,frmA
BD72,K00121,Cytochrome P450,frmA
BD72,K00121,Cl. alkane and Cl.alkene,frmA
BD72,K00128,Cl. alkane and Cl.alkene,ALDH
BD72,K00146,Styrene,feaB
BD72,K00451,Styrene,HGD
BD72,K00483,Aromatic,hpaB
BD72,K16901,Aromatic,K16901
BD72,K00626,Benzoate,ACAT
BD72,K00632,Benzoate,fadA
BD72,K00632,Ethylbenzene,fadA
BD72,K01034,Aminobenzoate,atoD
BD72,K01035,Aminobenzoate,atoA
BD72,K01055,Benzoate,pcaD
BD72,K01055,Aromatic,pcaD
BD72,K01101,Aminobenzoate,E3.1.3.41
BD72,K01426,Aminobenzoate,E3.5.1.4
BD72,K01426,Styrene,E3.5.1.4
BD72,K01560,Cl. alkane and Cl.alkene,E3.8.1.2
BD72,K01560,Cl. cyclohexane and Cl. benzene,E3.8.1.2
BD72,K01607,Benzoate,pcaC
BD72,K01607,Aromatic,pcaC
BD72,K01617,Xylene,dmpH
BD72,K01617,Aromatic,dmpH
BD72,K01617,Benzoate,dmpH
BD72,K01617,Dioxin,dmpH
BD72,K01666,Xylene,mhpE
BD72,K01666,Dioxin,mhpE
BD72,K01666,Benzoate,mhpE
BD72,K01666,Aromatic,mhpE
BD72,K01821,Benzoate,praC
BD72,K01821,Dioxin,praC
BD72,K01821,Xylene,praC
BD72,K01821,Aromatic,praC
BD72,K02554,Dioxin,mhpD
BD72,K02554,Aromatic,mhpD
BD72,K02554,Xylene,mhpD
BD72,K02554,Benzoate,mhpD
BD72,K04072,Cl. alkane and Cl.alkene,adhE
BD72,K04072,Aromatic,adhE
BD72,K04072,Naphthalene,adhE
BD72,K04073,Xylene,mhpF
BD72,K04073,Benzoate,mhpF
BD72,K04073,Dioxin,mhpF
BD72,K04073,Aromatic,mhpF
BD72,K15765,Toluene,tmoF
BD72,K15765,Aromatic,tmoF
BD72,K07104,Benzoate,catE
BD72,K07104,Xylene,catE
BD72,K07104,Aromatic,catE
BD72,K07104,Styrene,catE
BD72,K07104,Cl. cyclohexane and Cl. benzene,catE
BD72,K07516,Benzoate,fadN
BD72,K10217,Aromatic,dmpC
BD72,K10217,Benzoate,dmpC
BD72,K10217,Xylene,dmpC
BD72,K10680,Nitrotoluene,nemA
BD72,K13767,Benzoate,fadB
BD72,K14338,Aminobenzoate,cypD_E
BD72,K16171,Styrene,faaH
BD73,K00001,Naphthalene,E1.1.1.1
BD73,K00001,Cytochrome P450,E1.1.1.1
BD73,K00001,Aromatic,E1.1.1.1
BD73,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD73,K13953,Aromatic,adhP
BD73,K13953,Naphthalene,adhP
BD73,K13953,Cytochrome P450,adhP
BD73,K13953,Cl. alkane and Cl.alkene,adhP
BD73,K00074,Benzoate,paaH
BD73,K00121,Aromatic,frmA
BD73,K00121,Naphthalene,frmA
BD73,K00121,Cytochrome P450,frmA
BD73,K00121,Cl. alkane and Cl.alkene,frmA
BD73,K00128,Cl. alkane and Cl.alkene,ALDH
BD73,K00146,Styrene,feaB
BD73,K00451,Styrene,HGD
BD73,K00483,Aromatic,hpaB
BD73,K16901,Aromatic,K16901
BD73,K00626,Benzoate,ACAT
BD73,K00632,Benzoate,fadA
BD73,K00632,Ethylbenzene,fadA
BD73,K01034,Aminobenzoate,atoD
BD73,K01035,Aminobenzoate,atoA
BD73,K01055,Benzoate,pcaD
BD73,K01055,Aromatic,pcaD
BD73,K01101,Aminobenzoate,E3.1.3.41
BD73,K01426,Aminobenzoate,E3.5.1.4
BD73,K01426,Styrene,E3.5.1.4
BD73,K01560,Cl. alkane and Cl.alkene,E3.8.1.2
BD73,K01560,Cl. cyclohexane and Cl. benzene,E3.8.1.2
BD73,K01607,Benzoate,pcaC
BD73,K01607,Aromatic,pcaC
BD73,K01617,Xylene,dmpH
BD73,K01617,Aromatic,dmpH
BD73,K01617,Benzoate,dmpH
BD73,K01617,Dioxin,dmpH
BD73,K01666,Xylene,mhpE
BD73,K01666,Dioxin,mhpE
BD73,K01666,Benzoate,mhpE
BD73,K01666,Aromatic,mhpE
BD73,K01821,Benzoate,praC
BD73,K01821,Dioxin,praC
BD73,K01821,Xylene,praC
BD73,K01821,Aromatic,praC
BD73,K02554,Dioxin,mhpD
BD73,K02554,Aromatic,mhpD
BD73,K02554,Xylene,mhpD
BD73,K02554,Benzoate,mhpD
BD73,K04072,Cl. alkane and Cl.alkene,adhE
BD73,K04072,Aromatic,adhE
BD73,K04072,Naphthalene,adhE
BD73,K04073,Xylene,mhpF
BD73,K04073,Benzoate,mhpF
BD73,K04073,Dioxin,mhpF
BD73,K04073,Aromatic,mhpF
BD73,K15765,Toluene,tmoF
BD73,K15765,Aromatic,tmoF
BD73,K07104,Benzoate,catE
BD73,K07104,Xylene,catE
BD73,K07104,Aromatic,catE
BD73,K07104,Styrene,catE
BD73,K07104,Cl. cyclohexane and Cl. benzene,catE
BD73,K07516,Benzoate,fadN
BD73,K10217,Aromatic,dmpC
BD73,K10217,Benzoate,dmpC
BD73,K10217,Xylene,dmpC
BD73,K10680,Nitrotoluene,nemA
BD73,K13767,Benzoate,fadB
BD73,K14338,Aminobenzoate,cypD_E
BD73,K16171,Styrene,faaH
BD77,K00001,Naphthalene,E1.1.1.1
BD77,K00001,Cytochrome P450,E1.1.1.1
BD77,K00001,Aromatic,E1.1.1.1
BD77,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD77,K13953,Aromatic,adhP
BD77,K13953,Naphthalene,adhP
BD77,K13953,Cytochrome P450,adhP
BD77,K13953,Cl. alkane and Cl.alkene,adhP
BD77,K00074,Benzoate,paaH
BD77,K00114,Cl. alkane and Cl.alkene,exaA
BD77,K00121,Aromatic,frmA
BD77,K00121,Naphthalene,frmA
BD77,K00121,Cytochrome P450,frmA
BD77,K00121,Cl. alkane and Cl.alkene,frmA
BD77,K00128,Cl. alkane and Cl.alkene,ALDH
BD77,K00151,Aromatic,hpaE
BD77,K10217,Aromatic,dmpC
